DataLine,OnOff,Event,Time,Date,Latitude,Longitude,D_Lat,D_Long,DistTraveled,On_Off,LegNumb,Beaufort,SwellHt,SwellDir,Temp,WindSpeed,Course,Speed,Weather,HorizSun,VertSun,WindDir,Visibility,SightNumb,Observer,Cue,Method,Angle,Reticle,AlturaNav,NewRadDist,RadDistance,PerpDist,MMCourse,MMSpeed,SpeciesCode,Species,BestSS,HighSS,LowSS
1002,.,*,1518,90308,S07:58.51,W034:39.52,-7.975,-34.659,0.33,ON,28,6,7,180,-1,23,254,10,1,2,11,180,-1,,,,,,,8.5,,,,,,,,,,
1003,.,*,1520,90308,S07:58.61,W034:39.85,-7.977,-34.664,0.342,ON,28,6,7,180,-1,23,254,10,1,2,11,180,-1,,,,,,,8.5,,,,,,,,,,
1004,.,*,1522,90308,S07:58.70,W034:40.17,-7.978,-34.669,0.33,ON,28,6,7,180,-1,23,254,10,1,2,11,180,-1,,,,,,,8.5,,,,,,,,,,
1005,.,*,1524,90308,S07:58.80,W034:40.49,-7.98,-34.675,0.333,ON,28,6,7,180,-1,23,254,10,1,2,11,180,-1,,,,,,,8.5,,,,,,,,,,
1006,.,*,1526,90308,S07:58.89,W034:40.81,-7.982,-34.68,0.33,ON,28,6,7,180,-1,23,254,10,1,2,11,180,-1,,,,,,,8.5,,,,,,,,,,
1007,.,*,1528,90308,S07:58.99,W034:41.13,-7.983,-34.686,0.332,ON,28,6,7,180,-1,23,254,10,1,2,11,180,-1,,,,,,,8.5,,,,,,,,,,
1011,.,S,1528,90308,S07:58.99,W034:41.16,-7.983,-34.686,0.03,ON,28,6,7,180,-1,23,254,10,1,2,11,180,-1,11,14,6,1,335,2,8.5,0.738108455,6,0.311938112,-1,-1,76,Megaptera novaeangliae,3,3,3
1014,.,*,1530,90308,S07:59.08,W034:41.45,-7.985,-34.691,0.301,ON,28,6,7,180,-1,23,254,10,1,2,11,180,-1,,,,,,,8.5,,,,,,,,,,
1015,.,*,1532,90308,S07:59.17,W034:41.77,-7.986,-34.696,0.33,ON,28,6,7,180,-1,23,254,10,1,2,11,180,-1,,,,,,,8.5,,,,,,,,,,
1016,.,C,1532,90308,S07:59.20,W034:41.86,-7.987,-34.698,0.094,ON,28,6,7,180,-1,23,254,10,1,2,11,180,-1,,,,,,,8.5,,,,,,,,,,
1017,.,*,1534,90308,S07:59.26,W034:42.09,-7.988,-34.701,0.236,ON,28,6,7,180,-1,23,254,10,1,2,11,180,-1,,,,,,,8.5,,,,,,,,,,
1018,.,C,1534,90308,S07:59.28,W034:42.14,-7.988,-34.702,0.053,ON,28,6,7,180,-1,23,254,10,1,2,11,180,-1,,,,,,,8.5,,,,,,,,,,
1019,.,*,1536,90308,S07:59.35,W034:42.40,-7.989,-34.707,0.267,ON,28,6,7,180,-1,23,254,10,1,2,11,180,-1,,,,,,,8.5,,,,,,,,,,
1020,.,P,1537,90308,S07:59.41,W034:42.60,-7.99,-34.71,0.207,ON,28,6,7,180,-1,23,254,10,1,2,11,180,-1,,,,,,,8.5,,,,,,,,,,
1021,.,V,1537,90308,S07:59.41,W034:42.60,-7.99,-34.71,0,ON,28,6,7,180,-1,23,254,10,1,2,11,180,-1,,,,,,,8.5,,,,,,,,,,
1022,.,N,1537,90308,S07:59.41,W034:42.60,-7.99,-34.71,0,ON,28,6,7,180,-1,23,253,9,1,2,11,180,-1,,,,,,,8.5,,,,,,,,,,
1023,.,W,1537,90308,S07:59.41,W034:42.60,-7.99,-34.71,0,ON,28,6,7,180,-1,23,253,9,1,2,11,180,-1,,,,,,,8.5,,,,,,,,,,
1024,.,*,1538,90308,S07:59.45,W034:42.73,-7.991,-34.712,0.135,ON,28,6,7,180,-1,23,253,9,1,2,11,180,-1,,,,,,,8.5,,,,,,,,,,
1025,.,C,1539,90308,S07:59.52,W034:42.97,-7.992,-34.716,0.248,ON,28,6,7,180,-1,23,253,9,1,2,11,180,-1,,,,,,,8.5,,,,,,,,,,
1026,.,*,1540,90308,S07:59.54,W034:43.05,-7.992,-34.717,0.082,ON,28,6,7,180,-1,23,253,9,1,2,11,180,-1,,,,,,,8.5,,,,,,,,,,
1027,.,*,1542,90308,S07:59.64,W034:43.37,-7.994,-34.723,0.332,ON,28,6,7,180,-1,23,253,9,1,2,11,180,-1,,,,,,,8.5,,,,,,,,,,
1028,.,*,1544,90308,S07:59.73,W034:43.69,-7.996,-34.728,0.33,ON,28,6,7,180,-1,23,253,9,1,2,11,180,-1,,,,,,,8.5,,,,,,,,,,
1032,.,S,1544,90308,S07:59.74,W034:43.75,-7.996,-34.729,0.06,ON,28,6,7,180,-1,23,253,9,1,2,11,180,-1,12,2,6,2,56,0.5,8.5,2.151829069,1.252,1.783947148,-1,-1,98,unid. whale,2,2,2
1035,.,*,1546,90308,S07:59.81,W034:44.00,-7.997,-34.733,0.257,ON,28,6,7,180,-1,23,253,9,1,2,11,180,-1,,,,,,,8.5,,,,,,,,,,
1036,.,C,1546,90308,S07:59.84,W034:44.07,-7.997,-34.735,0.076,ON,28,6,7,180,-1,23,253,9,1,2,11,180,-1,,,,,,,8.5,,,,,,,,,,
1037,.,*,1548,90308,S07:59.92,W034:44.31,-7.999,-34.738,0.251,ON,28,6,7,180,-1,23,253,9,1,2,11,180,-1,,,,,,,8.5,,,,,,,,,,
1038,.,*,1550,90308,S08:00.01,W034:44.62,-8,-34.744,0.32,ON,28,6,7,180,-1,23,253,9,1,2,11,180,-1,,,,,,,8.5,,,,,,,,,,
1039,.,*,1552,90308,S08:00.09,W034:44.94,-8.002,-34.749,0.327,ON,28,6,7,180,-1,23,253,9,1,2,11,180,-1,,,,,,,8.5,,,,,,,,,,
1040,.,*,1554,90308,S08:00.18,W034:45.24,-8.003,-34.754,0.311,ON,28,6,7,180,-1,23,253,9,1,2,11,180,-1,,,,,,,8.5,,,,,,,,,,
1041,.,*,1556,90308,S08:00.27,W034:45.54,-8.005,-34.759,0.31,ON,28,6,7,180,-1,23,253,9,1,2,11,180,-1,,,,,,,8.5,,,,,,,,,,
1042,.,*,1558,90308,S08:00.36,W034:45.84,-8.006,-34.764,0.311,ON,28,6,7,180,-1,23,253,9,1,2,11,180,-1,,,,,,,8.5,,,,,,,,,,
1043,.,*,1600,90308,S08:00.44,W034:46.14,-8.007,-34.769,0.308,ON,28,6,7,180,-1,23,253,9,1,2,11,180,-1,,,,,,,8.5,,,,,,,,,,
1044,.,*,1602,90308,S08:00.54,W034:46.45,-8.009,-34.774,0.323,ON,28,6,7,180,-1,23,253,9,1,2,11,180,-1,,,,,,,8.5,,,,,,,,,,
1045,.,P,1603,90308,S08:00.59,W034:46.63,-8.01,-34.777,0.185,ON,28,6,7,180,-1,23,253,9,1,2,11,180,-1,,,,,,,8.5,,,,,,,,,,
1046,.,V,1603,90308,S08:00.59,W034:46.63,-8.01,-34.777,0,ON,28,6,7,180,-1,23,253,9,1,2,11,180,-1,,,,,,,8.5,,,,,,,,,,
1047,.,N,1603,90308,S08:00.59,W034:46.63,-8.01,-34.777,0,ON,28,6,7,180,-1,23,253,9,1,2,11,180,-1,,,,,,,8.5,,,,,,,,,,
1048,.,W,1603,90308,S08:00.59,W034:46.63,-8.01,-34.777,0,ON,28,6,7,180,-1,23,253,9,1,2,11,180,-1,,,,,,,8.5,,,,,,,,,,
1049,.,*,1604,90308,S08:00.62,W034:46.76,-8.01,-34.779,0.132,ON,28,6,7,180,-1,23,253,9,1,2,11,180,-1,,,,,,,8.5,,,,,,,,,,
1050,.,*,1606,90308,S08:00.72,W034:47.07,-8.012,-34.785,0.323,ON,28,6,7,180,-1,23,253,9,1,2,11,180,-1,,,,,,,8.5,,,,,,,,,,
1051,.,*,1608,90308,S08:00.81,W034:47.39,-8.014,-34.79,0.33,ON,28,6,7,180,-1,23,253,9,1,2,11,180,-1,,,,,,,8.5,,,,,,,,,,
1052,.,P,1608,90308,S08:00.82,W034:47.42,-8.014,-34.79,0.031,ON,28,6,7,180,-1,23,253,9,1,2,11,180,-1,,,,,,,8.5,,,,,,,,,,
1053,.,V,1608,90308,S08:00.82,W034:47.42,-8.014,-34.79,0,ON,28,6,7,180,-1,23,253,9,1,2,11,180,-1,,,,,,,8.5,,,,,,,,,,
1054,.,N,1608,90308,S08:00.82,W034:47.42,-8.014,-34.79,0,ON,28,6,7,180,-1,23,252,10,1,2,11,180,-1,,,,,,,8.5,,,,,,,,,,
1055,.,W,1608,90308,S08:00.82,W034:47.42,-8.014,-34.79,0,ON,28,6,7,180,-1,23,252,10,1,2,11,180,-1,,,,,,,8.5,,,,,,,,,,
1056,,E,1609,90308,S08:00.87,W034:47.59,-8.014,-34.793,0,OFF,28,6,7,180,-1,23,252,10,1,2,11,180,-1,,,,,,,8.5,,,,,,,,,,
1057,,*,1610,90308,S08:00.95,W034:47.58,-8.016,-34.793,0,OFF,28,6,7,180,-1,23,252,10,1,2,11,180,-1,,,,,,,8.5,,,,,,,,,,
1058,,*,1612,90308,S08:01.25,W034:47.55,-8.021,-34.792,0,OFF,28,6,7,180,-1,23,252,10,1,2,11,180,-1,,,,,,,8.5,,,,,,,,,,
1059,,*,1614,90308,S08:01.35,W034:47.53,-8.023,-34.792,0,OFF,28,6,7,180,-1,23,252,10,1,2,11,180,-1,,,,,,,8.5,,,,,,,,,,
1060,,*,1616,90308,S08:01.32,W034:47.52,-8.022,-34.792,0,OFF,28,6,7,180,-1,23,252,10,1,2,11,180,-1,,,,,,,8.5,,,,,,,,,,
1061,,*,907,90408,S08:24.37,W034:39.08,-8.406,-34.651,0,OFF,28,6,7,180,-1,23,252,10,1,2,11,180,-1,,,,,,,8.5,,,,,,,,,,
1062,.,R,907,90408,S08:24.38,W034:39.15,-8.406,-34.653,0,ON,28,6,7,180,-1,23,252,10,1,2,11,180,-1,,,,,,,8.5,,,,,,,,,,
1063,.,P,907,90408,S08:24.38,W034:39.15,-8.406,-34.653,0,ON,28,6,7,180,-1,23,252,10,1,2,11,180,-1,,,,,,,8.5,,,,,,,,,,
1064,.,V,907,90408,S08:24.38,W034:39.15,-8.406,-34.653,0,ON,28,6,6,130,-1,15,252,10,1,2,11,180,-1,,,,,,,8.5,,,,,,,,,,
1065,.,N,907,90408,S08:24.38,W034:39.15,-8.406,-34.653,0,ON,28,6,6,130,-1,15,270,10,1,2,11,180,-1,,,,,,,8.5,,,,,,,,,,
1066,.,W,907,90408,S08:24.38,W034:39.15,-8.406,-34.653,0,ON,28,6,6,130,-1,15,270,10,1,-1,-1,114,-1,,,,,,,8.5,,,,,,,,,,
1067,.,t,909,90408,S08:24.45,W034:39.35,-8.408,-34.656,0.21,ON,32,6,6,130,-1,15,270,10,1,-1,-1,114,-1,,,,,,,8.5,,,,,,,,,,
1068,.,*,909,90408,S08:24.47,W034:39.40,-8.408,-34.657,0.053,ON,32,6,6,130,-1,15,270,10,1,-1,-1,114,-1,,,,,,,8.5,,,,,,,,,,
1069,.,*,911,90408,S08:24.58,W034:39.70,-8.41,-34.662,0.317,ON,32,6,6,130,-1,15,270,10,1,-1,-1,114,-1,,,,,,,8.5,,,,,,,,,,
1070,.,C,912,90408,S08:24.63,W034:39.95,-8.41,-34.666,0.252,ON,32,6,6,130,-1,15,270,10,1,-1,-1,114,-1,,,,,,,8.5,,,,,,,,,,
1071,.,*,913,90408,S08:24.65,W034:40.03,-8.411,-34.667,0.082,ON,32,6,6,130,-1,15,270,10,1,-1,-1,114,-1,,,,,,,8.5,,,,,,,,,,
1075,.,S,913,90408,S08:24.65,W034:40.03,-8.411,-34.667,0,ON,32,6,6,130,-1,15,270,10,1,-1,-1,114,-1,13,4,2,2,23,0.5,8.5,2.151829069,1.252,0.8407866,-1,-1,76,Megaptera novaeangliae,1,0,0
1078,.,*,915,90408,S08:24.74,W034:40.35,-8.412,-34.673,0.329,ON,32,6,6,130,-1,15,270,10,1,-1,-1,114,-1,,,,,,,8.5,,,,,,,,,,
1079,.,*,917,90408,S08:24.83,W034:40.67,-8.414,-34.678,0.329,ON,32,6,6,130,-1,15,270,10,1,-1,-1,114,-1,,,,,,,8.5,,,,,,,,,,
1080,.,*,919,90408,S08:24.93,W034:40.99,-8.415,-34.683,0.332,ON,32,6,6,130,-1,15,270,10,1,-1,-1,114,-1,,,,,,,8.5,,,,,,,,,,
1081,.,*,921,90408,S08:25.03,W034:41.30,-8.417,-34.688,0.323,ON,32,6,6,130,-1,15,270,10,1,-1,-1,114,-1,,,,,,,8.5,,,,,,,,,,
1082,.,W,921,90408,S08:25.06,W034:41.38,-8.418,-34.69,0.085,ON,32,6,6,130,-1,15,270,10,3,-1,-1,114,-1,,,,,,,8.5,,,,,,,,,,
1083,.,*,923,90408,S08:25.12,W034:41.63,-8.419,-34.694,0.255,ON,32,6,6,130,-1,15,270,10,3,-1,-1,114,-1,,,,,,,8.5,,,,,,,,,,
1084,.,*,925,90408,S08:25.22,W034:41.94,-8.42,-34.699,0.323,ON,32,6,6,130,-1,15,270,10,3,-1,-1,114,-1,,,,,,,8.5,,,,,,,,,,
1085,.,*,927,90408,S08:25.31,W034:42.27,-8.422,-34.704,0.339,ON,32,6,6,130,-1,15,270,10,3,-1,-1,114,-1,,,,,,,8.5,,,,,,,,,,
1086,.,*,929,90408,S08:25.41,W034:42.57,-8.424,-34.709,0.313,ON,32,6,6,130,-1,15,270,10,3,-1,-1,114,-1,,,,,,,8.5,,,,,,,,,,
1087,.,*,931,90408,S08:25.49,W034:42.88,-8.425,-34.715,0.317,ON,32,6,6,130,-1,15,270,10,3,-1,-1,114,-1,,,,,,,8.5,,,,,,,,,,
1088,.,*,933,90408,S08:25.59,W034:43.19,-8.427,-34.72,0.323,ON,32,6,6,130,-1,15,270,10,3,-1,-1,114,-1,,,,,,,8.5,,,,,,,,,,
1089,.,*,935,90408,S08:25.68,W034:43.50,-8.428,-34.725,0.32,ON,32,6,6,130,-1,15,270,10,3,-1,-1,114,-1,,,,,,,8.5,,,,,,,,,,
1090,.,P,936,90408,S08:25.73,W034:43.66,-8.429,-34.728,0.166,ON,32,6,6,130,-1,15,270,10,3,-1,-1,114,-1,,,,,,,8.5,,,,,,,,,,
1091,.,V,936,90408,S08:25.73,W034:43.66,-8.429,-34.728,0,ON,32,6,6,130,-1,15,270,10,3,-1,-1,114,-1,,,,,,,8.5,,,,,,,,,,
1092,.,N,936,90408,S08:25.73,W034:43.66,-8.429,-34.728,0,ON,32,6,6,130,-1,15,256,9.5,3,-1,-1,114,-1,,,,,,,8.5,,,,,,,,,,
1093,.,W,936,90408,S08:25.73,W034:43.66,-8.429,-34.728,0,ON,32,6,6,130,-1,15,256,9.5,4,-1,-1,114,-1,,,,,,,8.5,,,,,,,,,,
1094,.,*,937,90408,S08:25.76,W034:43.81,-8.429,-34.73,0.152,ON,32,6,6,130,-1,15,256,9.5,4,-1,-1,114,-1,,,,,,,8.5,,,,,,,,,,
1095,.,*,939,90408,S08:25.86,W034:44.12,-8.431,-34.735,0.323,ON,32,6,6,130,-1,15,256,9.5,4,-1,-1,114,-1,,,,,,,8.5,,,,,,,,,,
1096,.,*,941,90408,S08:25.95,W034:44.42,-8.432,-34.74,0.31,ON,32,6,6,130,-1,15,256,9.5,4,-1,-1,114,-1,,,,,,,8.5,,,,,,,,,,
1097,.,*,943,90408,S08:26.05,W034:44.71,-8.434,-34.745,0.304,ON,32,6,6,130,-1,15,256,9.5,4,-1,-1,114,-1,,,,,,,8.5,,,,,,,,,,
1098,.,*,945,90408,S08:26.13,W034:45.02,-8.436,-34.75,0.317,ON,32,6,6,130,-1,15,256,9.5,4,-1,-1,114,-1,,,,,,,8.5,,,,,,,,,,
1099,.,*,947,90408,S08:26.22,W034:45.31,-8.437,-34.755,0.301,ON,32,6,6,130,-1,15,256,9.5,4,-1,-1,114,-1,,,,,,,8.5,,,,,,,,,,
1100,,E,947,90408,S08:26.23,W034:45.32,-8.437,-34.755,0,OFF,32,6,6,130,-1,15,256,9.5,4,-1,-1,114,-1,,,,,,,8.5,,,,,,,,,,
1101,,C,947,90408,S08:26.23,W034:45.33,-8.437,-34.756,0,OFF,32,6,6,130,-1,15,256,9.5,4,-1,-1,114,-1,,,,,,,8.5,,,,,,,,,,
1102,,*,550,90508,S08:49.70,W035:04.72,-8.828,-35.079,0,OFF,32,6,6,130,-1,15,256,9.5,4,-1,-1,114,-1,,,,,,,8.5,,,,,,,,,,
1103,,*,552,90508,S08:49.70,W035:04.70,-8.828,-35.078,0,OFF,32,6,6,130,-1,15,256,9.5,4,-1,-1,114,-1,,,,,,,8.5,,,,,,,,,,
1104,,*,554,90508,S08:49.68,W035:04.72,-8.828,-35.079,0,OFF,32,6,6,130,-1,15,256,9.5,4,-1,-1,114,-1,,,,,,,8.5,,,,,,,,,,
1105,,*,556,90508,S08:49.66,W035:04.74,-8.828,-35.079,0,OFF,32,6,6,130,-1,15,256,9.5,4,-1,-1,114,-1,,,,,,,8.5,,,,,,,,,,
1106,.,B,558,90508,S08:49.78,W035:04.69,-8.83,-35.078,0,ON,32,6,6,130,-1,15,256,9.5,4,-1,-1,114,-1,,,,,,,8.5,,,,,,,,,,
1107,.,R,558,90508,S08:49.78,W035:04.69,-8.83,-35.078,0,ON,32,6,6,130,-1,15,256,9.5,4,-1,-1,114,-1,,,,,,,8.5,,,,,,,,,,
1108,.,P,558,90508,S08:49.78,W035:04.69,-8.83,-35.078,0,ON,32,6,6,130,-1,15,256,9.5,4,-1,-1,114,-1,,,,,,,8.5,,,,,,,,,,
1109,.,V,558,90508,S08:49.78,W035:04.69,-8.83,-35.078,0,ON,32,4,3,112,-1,21,256,9.5,4,-1,-1,114,-1,,,,,,,8.5,,,,,,,,,,
1110,.,N,558,90508,S08:49.78,W035:04.69,-8.83,-35.078,0,ON,32,4,3,112,-1,21,165,9,4,-1,-1,114,-1,,,,,,,8.5,,,,,,,,,,
1111,.,W,558,90508,S08:49.78,W035:04.69,-8.83,-35.078,0,ON,32,4,3,112,-1,21,165,9,1,9,9,107,-1,,,,,,,8.5,,,,,,,,,,
1112,.,t,558,90508,S08:49.78,W035:04.69,-8.83,-35.078,0,ON,40,4,3,112,-1,21,165,9,1,9,9,107,-1,,,,,,,8.5,,,,,,,,,,
1113,.,C,558,90508,S08:49.78,W035:04.69,-8.83,-35.078,0,ON,40,4,3,112,-1,21,165,9,1,9,9,107,-1,,,,,,,8.5,,,,,,,,,,
1114,.,*,558,90508,S08:49.78,W035:04.69,-8.83,-35.078,0,ON,40,4,3,112,-1,21,165,9,1,9,9,107,-1,,,,,,,8.5,,,,,,,,,,
1115,.,*,600,90508,S08:50.03,W035:04.54,-8.834,-35.076,0.291,ON,40,4,3,112,-1,21,165,9,1,9,9,107,-1,,,,,,,8.5,,,,,,,,,,
1116,.,*,602,90508,S08:50.32,W035:04.44,-8.839,-35.074,0.307,ON,40,4,3,112,-1,21,165,9,1,9,9,107,-1,,,,,,,8.5,,,,,,,,,,
1117,.,*,604,90508,S08:50.62,W035:04.34,-8.844,-35.072,0.316,ON,40,4,3,112,-1,21,165,9,1,9,9,107,-1,,,,,,,8.5,,,,,,,,,,
1118,.,*,606,90508,S08:50.90,W035:04.22,-8.848,-35.07,0.304,ON,40,4,3,112,-1,21,165,9,1,9,9,107,-1,,,,,,,8.5,,,,,,,,,,
1119,.,*,608,90508,S08:51.18,W035:04.08,-8.853,-35.068,0.312,ON,40,4,3,112,-1,21,165,9,1,9,9,107,-1,,,,,,,8.5,,,,,,,,,,
1120,.,*,610,90508,S08:51.48,W035:03.97,-8.858,-35.066,0.319,ON,40,4,3,112,-1,21,165,9,1,9,9,107,-1,,,,,,,8.5,,,,,,,,,,
1121,.,*,612,90508,S08:51.77,W035:03.85,-8.863,-35.064,0.313,ON,40,4,3,112,-1,21,165,9,1,9,9,107,-1,,,,,,,8.5,,,,,,,,,,
1125,.,S,612,90508,S08:51.82,W035:03.83,-8.864,-35.064,0.054,ON,40,4,3,112,-1,21,165,9,1,9,9,107,-1,14,16,2,1,346,1,8.5,1.307407512,6,0.316290504,-1,-1,76,Megaptera novaeangliae,2,0,1
1128,.,*,614,90508,S08:52.07,W035:03.72,-8.868,-35.062,0.273,ON,40,4,3,112,-1,21,165,9,1,9,9,107,-1,,,,,,,8.5,,,,,,,,,,
1129,.,*,616,90508,S08:52.37,W035:03.60,-8.873,-35.06,0.323,ON,40,4,3,112,-1,21,165,9,1,9,9,107,-1,,,,,,,8.5,,,,,,,,,,
1130,.,*,618,90508,S08:52.67,W035:03.48,-8.878,-35.058,0.323,ON,40,4,3,112,-1,21,165,9,1,9,9,107,-1,,,,,,,8.5,,,,,,,,,,
1131,.,*,620,90508,S08:52.97,W035:03.35,-8.883,-35.056,0.326,ON,40,4,3,112,-1,21,165,9,1,9,9,107,-1,,,,,,,8.5,,,,,,,,,,
1132,.,*,622,90508,S08:53.27,W035:03.21,-8.888,-35.054,0.33,ON,40,4,3,112,-1,21,165,9,1,9,9,107,-1,,,,,,,8.5,,,,,,,,,,
1133,.,*,624,90508,S08:53.57,W035:03.09,-8.893,-35.051,0.323,ON,40,4,3,112,-1,21,165,9,1,9,9,107,-1,,,,,,,8.5,,,,,,,,,,
1134,.,*,626,90508,S08:53.87,W035:02.96,-8.898,-35.049,0.326,ON,40,4,3,112,-1,21,165,9,1,9,9,107,-1,,,,,,,8.5,,,,,,,,,,
1138,.,S,628,90508,S08:54.10,W035:02.87,-8.902,-35.048,0.247,ON,40,4,3,112,-1,21,165,9,1,9,9,107,-1,15,16,6,1,314,0.5,8.5,2.151829069,6,1.547896293,-1,-1,76,Megaptera novaeangliae,1,0,0
1141,.,*,628,90508,S08:54.18,W035:02.84,-8.903,-35.047,0.085,ON,40,4,3,112,-1,21,165,9,1,9,9,107,-1,,,,,,,8.5,,,,,,,,,,
1142,.,*,630,90508,S08:54.48,W035:02.71,-8.908,-35.045,0.326,ON,40,4,3,112,-1,21,165,9,1,9,9,107,-1,,,,,,,8.5,,,,,,,,,,
1143,.,*,632,90508,S08:54.78,W035:02.59,-8.913,-35.043,0.323,ON,40,4,3,112,-1,21,165,9,1,9,9,107,-1,,,,,,,8.5,,,,,,,,,,
1144,.,*,634,90508,S08:55.08,W035:02.46,-8.918,-35.041,0.326,ON,40,4,3,112,-1,21,165,9,1,9,9,107,-1,,,,,,,8.5,,,,,,,,,,
1145,.,P,635,90508,S08:55.28,W035:02.38,-8.921,-35.04,0.215,ON,40,4,3,112,-1,21,165,9,1,9,9,107,-1,,,,,,,8.5,,,,,,,,,,
1146,.,V,635,90508,S08:55.28,W035:02.38,-8.921,-35.04,0,ON,40,4,3,112,-1,21,165,9,1,9,9,107,-1,,,,,,,8.5,,,,,,,,,,
1147,.,N,635,90508,S08:55.28,W035:02.38,-8.921,-35.04,0,ON,40,4,3,112,-1,21,157,9,1,9,9,107,-1,,,,,,,8.5,,,,,,,,,,
1148,.,W,635,90508,S08:55.28,W035:02.38,-8.921,-35.04,0,ON,40,4,3,112,-1,21,157,9,1,10,10,107,-1,,,,,,,8.5,,,,,,,,,,
1149,.,*,636,90508,S08:55.38,W035:02.34,-8.923,-35.039,0.108,ON,40,4,3,112,-1,21,157,9,1,10,10,107,-1,,,,,,,8.5,,,,,,,,,,
1150,.,*,638,90508,S08:55.68,W035:02.21,-8.928,-35.037,0.326,ON,40,4,3,112,-1,21,157,9,1,10,10,107,-1,,,,,,,8.5,,,,,,,,,,
1151,.,*,640,90508,S08:55.99,W035:02.08,-8.933,-35.035,0.336,ON,40,4,3,112,-1,21,157,9,1,10,10,107,-1,,,,,,,8.5,,,,,,,,,,
1152,.,*,642,90508,S08:56.29,W035:01.96,-8.938,-35.033,0.323,ON,40,4,3,112,-1,21,157,9,1,10,10,107,-1,,,,,,,8.5,,,,,,,,,,
1153,.,*,644,90508,S08:56.59,W035:01.83,-8.943,-35.03,0.326,ON,40,4,3,112,-1,21,157,9,1,10,10,107,-1,,,,,,,8.5,,,,,,,,,,
1154,.,*,646,90508,S08:56.90,W035:01.71,-8.948,-35.028,0.332,ON,40,4,3,112,-1,21,157,9,1,10,10,107,-1,,,,,,,8.5,,,,,,,,,,
1155,.,*,648,90508,S08:57.20,W035:01.58,-8.953,-35.026,0.326,ON,40,4,3,112,-1,21,157,9,1,10,10,107,-1,,,,,,,8.5,,,,,,,,,,
1156,.,*,650,90508,S08:57.50,W035:01.45,-8.958,-35.024,0.326,ON,40,4,3,112,-1,21,157,9,1,10,10,107,-1,,,,,,,8.5,,,,,,,,,,
1157,.,*,652,90508,S08:57.80,W035:01.32,-8.963,-35.022,0.326,ON,40,4,3,112,-1,21,157,9,1,10,10,107,-1,,,,,,,8.5,,,,,,,,,,
1158,.,*,654,90508,S08:58.11,W035:01.20,-8.969,-35.02,0.332,ON,40,4,3,112,-1,21,157,9,1,10,10,107,-1,,,,,,,8.5,,,,,,,,,,
1159,.,*,656,90508,S08:58.41,W035:01.07,-8.974,-35.018,0.326,ON,40,4,3,112,-1,21,157,9,1,10,10,107,-1,,,,,,,8.5,,,,,,,,,,
1160,.,*,658,90508,S08:58.72,W035:00.95,-8.979,-35.016,0.332,ON,40,4,3,112,-1,21,157,9,1,10,10,107,-1,,,,,,,8.5,,,,,,,,,,
1161,.,*,700,90508,S08:59.03,W035:00.81,-8.984,-35.014,0.34,ON,40,4,3,112,-1,21,157,9,1,10,10,107,-1,,,,,,,8.5,,,,,,,,,,
1162,.,*,702,90508,S08:59.33,W035:00.69,-8.989,-35.012,0.323,ON,40,4,3,112,-1,21,157,9,1,10,10,107,-1,,,,,,,8.5,,,,,,,,,,
1163,.,*,704,90508,S08:59.63,W035:00.57,-8.994,-35.009,0.323,ON,40,4,3,112,-1,21,157,9,1,10,10,107,-1,,,,,,,8.5,,,,,,,,,,
1164,.,*,706,90508,S08:59.93,W035:00.44,-8.999,-35.007,0.326,ON,40,4,3,112,-1,21,157,9,1,10,10,107,-1,,,,,,,8.5,,,,,,,,,,
1165,.,*,708,90508,S09:00.24,W035:00.30,-9.004,-35.005,0.339,ON,40,4,3,112,-1,21,157,9,1,10,10,107,-1,,,,,,,8.5,,,,,,,,,,
1166,.,P,709,90508,S09:00.37,W035:00.25,-9.006,-35.004,0.139,ON,40,4,3,112,-1,21,157,9,1,10,10,107,-1,,,,,,,8.5,,,,,,,,,,
1167,.,V,709,90508,S09:00.37,W035:00.25,-9.006,-35.004,0,ON,40,5,3,112,-1,21,157,9,1,10,10,107,-1,,,,,,,8.5,,,,,,,,,,
1168,.,N,709,90508,S09:00.37,W035:00.25,-9.006,-35.004,0,ON,40,5,3,112,-1,21,160,9,1,10,10,107,-1,,,,,,,8.5,,,,,,,,,,
1169,.,W,709,90508,S09:00.37,W035:00.25,-9.006,-35.004,0,ON,40,5,3,112,-1,21,160,9,1,10,10,107,-1,,,,,,,8.5,,,,,,,,,,
1170,.,*,710,90508,S09:00.54,W035:00.18,-9.009,-35.003,0.184,ON,40,5,3,112,-1,21,160,9,1,10,10,107,-1,,,,,,,8.5,,,,,,,,,,
1171,.,*,712,90508,S09:00.85,W035:00.06,-9.014,-35.001,0.332,ON,40,5,3,112,-1,21,160,9,1,10,10,107,-1,,,,,,,8.5,,,,,,,,,,
1172,.,*,714,90508,S09:01.15,W034:59.93,-9.019,-34.999,0.326,ON,40,5,3,112,-1,21,160,9,1,10,10,107,-1,,,,,,,8.5,,,,,,,,,,
1173,.,*,716,90508,S09:01.45,W034:59.80,-9.024,-34.997,0.326,ON,40,5,3,112,-1,21,160,9,1,10,10,107,-1,,,,,,,8.5,,,,,,,,,,
1174,.,*,718,90508,S09:01.75,W034:59.68,-9.029,-34.995,0.323,ON,40,5,3,112,-1,21,160,9,1,10,10,107,-1,,,,,,,8.5,,,,,,,,,,
